year,dau_code,dau_area,dau_cropland,dau_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2009,215,643.683760872,497.0458068847656,.77218944,84974.37134629488,84974.37134629488,0,84974.09105187654,84974.09105187654,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,59041.07277107239,59041.07277107239,0,59040.79247665405,59040.79247665405,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.86395454,.86395454,,,,.81595778,
2010,215,643.683760872,497.0458068847656,.77218944,93098.39909821749,93098.39909821749,0,97493.88460427523,97493.88460427523,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,67165.10041046143,67165.10041046143,0,71560.58603858948,71560.58603858948,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.86136788,.86136788,,,,.81245857,
2011,215,643.683760872,497.0458068847656,.77218944,86277.62714463472,86277.62714463472,0,84306.73193436861,84306.73193436861,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,60344.32856369019,60344.32856369019,0,58373.43335342407,58373.43335342407,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.86952275,.86952275,,,,.82349044,
2012,215,643.683760872,497.0458068847656,.77218944,82779.60418969393,82779.60418969393,0,83178.7659214139,83178.7659214139,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,56846.30561256409,56846.30561256409,0,57245.46740531921,57245.46740531921,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.83188981,.83188981,,,,.77258062,
2013,215,643.683760872,497.0458068847656,.77218944,77896.92428857088,77896.92428857088,0,75104.59307557344,75104.59307557344,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,51963.62571144104,51963.62571144104,0,49171.2944984436,49171.2944984436,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.83309311,.83309311,,,,.77420843,
2014,215,643.683760872,497.0458068847656,.77218944,59569.39544850588,59569.39544850588,0,61518.5449655652,61518.5449655652,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,33636.09688815475,33636.09688815475,0,35585.24640521407,35585.24640521407,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.62976515,.62976515,,,,.49914652,
2015,215,643.683760872,497.0458068847656,.77218944,57571.94456940889,57571.94456940889,0,56523.22866803408,56523.22866803408,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,31638.64600786567,31638.64600786567,0,30589.93010649085,30589.93010649085,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.68608266,.68608266,,,,.57533276,
2016,215,643.683760872,497.0458068847656,.77218944,86828.84325295687,86828.84325295687,0,88423.03010445833,88423.03010445833,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,60895.54474067688,60895.54474067688,0,62489.73153114319,62489.73153114319,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.85592598,.85592598,,,,.80509675,
2017,215,643.683760872,497.0458068847656,.77218944,100725.135910809,100725.135910809,0,100821.5864952207,100821.5864952207,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,74791.83722305298,74791.83722305298,0,74888.28779220581,74888.28779220581,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,1,1,,,,1,
2018,215,643.683760872,497.0458068847656,.77218944,83325.65455895662,83325.65455895662,0,81813.10303193331,81813.10303193331,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,57392.35598564148,57392.35598564148,0,55879.80458068848,55879.80458068848,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.85082889,.85082889,,,,.79820138,
2019,215,643.683760872,497.0458068847656,.77218944,99027.21904832125,99027.21904832125,0,99878.07029801607,99878.07029801607,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,73093.92058944702,73093.92058944702,0,73944.77159500122,73944.77159500122,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,1,1,,,,1,
2020,215,643.683760872,497.0458068847656,.77218944,72382.48649483919,72382.48649483919,0,70775.0836494565,70775.0836494565,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,46449.18792152405,46449.18792152405,0,44841.78507614136,44841.78507614136,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.83339393,.83339393,,,,.77461535,
2021,215,643.683760872,497.0458068847656,.77218944,66344.12455826998,66344.12455826998,0,65990.4368827939,65990.4368827939,0,99440.48229295015,99440.48229295015,0,0,0,0,0,0,0,0,0,0,40410.82601165771,40410.82601165771,0,40057.13833618164,40057.13833618164,0,73507.1835899353,73507.1835899353,0,0,0,0,0,0,0,25933.29857522249,25933.29857522249,0,.69009352,.69009352,,,,.58075863,
1993,216,2861.9300388517,1805.749758055434,.63095522,1142122.923143864,1140205.857918262,1917.063657701015,1195921.405389309,1193871.041929722,2050.35964435339,1402666.922585011,1401374.374062061,1292.549630045891,4836.921875,4836.921875,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,978507.4007167816,976590.3354911804,1917.063657701015,1032305.882962227,1030255.51950264,2050.35964435339,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.83831918,.83839196,.75,1,,.8169055,.75
1994,216,2861.9300388517,1805.749758055434,.63095522,1053789.386676311,1051737.316679478,2052.071294188499,1055033.737500668,1053069.094608784,1964.643058896065,1402666.922585011,1401374.374062061,1292.549630045891,3057.67529296875,3057.67529296875,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,891953.1066808701,889901.0366840363,2052.071294188499,893197.4575052261,891232.8146133423,1964.643058896065,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.64813447,.64802665,.75,.5,,.60352439,.75
1995,216,2861.9300388517,1805.749758055434,.63095522,1224238.207046032,1222185.040251255,2053.16623210907,1215961.925374508,1213853.946203709,2107.980145454407,1402666.922585011,1401374.374062061,1292.549630045891,5146.572265625,5146.572265625,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,1060313.027880669,1058259.861085892,2053.16623210907,1052036.746209145,1049928.767038345,2107.980145454407,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,1,1,1,1,,1,1
1996,216,2861.9300388517,1805.749758055434,.63095522,1245435.809287548,1242968.357357502,2467.455460071564,1218935.142891407,1216526.529497623,2408.613303780556,1402666.922585011,1401374.374062061,1292.549630045891,4882.72216796875,4882.72216796875,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,1081774.490473747,1079307.038543701,2467.455460071564,1055273.823589325,1052865.210195541,2408.613303780556,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.98385584,.98383921,1,1,,.98169053,1
1997,216,2861.9300388517,1805.749758055434,.63095522,1249784.35248518,1247403.272825718,2381.075811862946,1229312.755945683,1226971.175396442,2341.578269481659,1402666.922585011,1401374.374062061,1292.549630045891,5215.27294921875,5215.27294921875,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,1085790.478739738,1083409.399080276,2381.075811862946,1065318.878782272,1062977.298233032,2341.578269481659,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.96766382,.96767837,.94999999,1,,.96338111,.94999999
1998,216,2861.9300388517,1805.749758055434,.63095522,1005483.743059635,1003558.465584278,1925.275502681732,1060876.463247776,1058856.175405979,2020.282507896423,1402666.922585011,1401374.374062061,1292.549630045891,4381.90478515625,4381.90478515625,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,842323.2355251312,840397.9580497742,1925.275502681732,897715.9579105377,895695.6700687408,2020.282507896423,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,1,1,1,1,,1,1
1999,216,2861.9300388517,1805.749758055434,.63095522,1209773.511747837,1207486.904045582,2286.606715559959,1191577.140088558,1189354.250744343,2222.884337306023,1402666.922585011,1401374.374062061,1292.549630045891,4849.865234375,4849.865234375,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,1046145.042299271,1043858.434597015,2286.606715559959,1027948.678452492,1025725.789108276,2222.884337306023,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.90308714,.90303522,.94999999,1,,.89014333,.94999999
2000,216,2861.9300388517,1805.749758055434,.63095522,1137923.333701611,1135794.900820255,2128.436264395714,1157720.144599438,1155566.306690693,2153.837783575058,1402666.922585011,1401374.374062061,1292.549630045891,4488.4404296875,4488.4404296875,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,974656.292719841,972527.8598384857,2128.436264395714,994453.1092329025,992299.2713241577,2153.837783575058,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.88649052,.88646942,.90000004,.89999998,,.87183386,.90000004
2001,216,2861.9300388517,1805.749758055434,.63095522,1132849.10908556,1130722.816467762,2126.293547987938,1125984.305716038,1123839.92888689,2144.377816915512,1402666.922585011,1401374.374062061,1292.549630045891,3576.414794921875,3576.414794921875,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,970494.0954475403,968367.8028297424,2126.293547987938,963629.2923221588,961484.9154930115,2144.377816915512,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.83264136,.83268946,.76999998,.38999999,,.81324363,.76999998
2002,216,2861.9300388517,1805.749758055434,.63095522,1162875.809548855,1160629.406927586,2246.399085521698,1180695.191221714,1178443.489742756,2251.702032804489,1402666.922585011,1401374.374062061,1292.549630045891,4863.8046875,4863.8046875,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,999233.4082155228,996987.0055942535,2246.399085521698,1017052.785982132,1014801.084503174,2251.702032804489,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.90187329,.90182024,.94999999,.69999999,,.89014333,.94999999
2003,216,2861.9300388517,1805.749758055434,.63095522,1189497.171349049,1187225.517750263,2271.656266450882,1176957.541543484,1174680.467968464,2277.074344277382,1402666.922585011,1401374.374062061,1292.549630045891,4247.490234375,4247.490234375,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,1026471.08398056,1024199.430381775,2271.656266450882,1013931.454419136,1011654.380844116,2277.074344277382,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.9188745,.918791,1,.89999998,,.90845275,1
2004,216,2861.9300388517,1805.749758055434,.63095522,1260327.43236208,1257991.683926105,2335.749310135841,1225246.892996311,1222969.590097904,2277.303669571877,1402666.922585011,1401374.374062061,1292.549630045891,4608.91552734375,4608.91552734375,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,1096939.916038513,1094604.167602539,2335.749310135841,1061859.376916885,1059582.074018478,2277.303669571877,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.90167099,.90161777,.94999999,.64999998,,.89014333,.94999999
2005,216,2861.9300388517,1805.749758055434,.63095522,1142192.190769672,1139877.766449451,2314.421334147453,1182572.466255665,1180211.979679585,2360.488231062889,1402666.922585011,1401374.374062061,1292.549630045891,4175.802734375,4175.802734375,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,979237.7894363403,976923.3651161194,2314.421334147453,1019618.062969208,1017257.576393127,2360.488231062889,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.95116287,.95111263,1,.89999998,,.94507164,1
2006,216,2861.9300388517,1805.749758055434,.63095522,1181750.988658428,1179456.246246815,2294.743803858757,1206175.830890179,1203812.426828861,2363.403186321259,1402666.922585011,1401374.374062061,1292.549630045891,4223.59423828125,4223.59423828125,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,1018748.79582119,1016454.053409576,2294.743803858757,1043173.638297081,1040810.234235764,2363.403186321259,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,1,1,1,1,,1,1
2007,216,2861.9300388517,1805.749758055434,.63095522,1144477.170753002,1141884.968780994,2592.200570583344,1086672.986123562,1084085.652040958,2587.337321996689,1402666.922585011,1401374.374062061,1292.549630045891,3551.523193359375,3551.523193359375,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,982147.0467634201,979554.8447914124,2592.200570583344,924342.8640871048,921755.5300045013,2587.337321996689,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.83670074,.83677208,.75,.60000002,,.8169055,.75
2008,216,2861.9300388517,1805.749758055434,.63095522,1051327.388132572,1049088.827660084,2238.561203241348,1031959.094969273,1029881.110880375,2077.984527111053,1402666.922585011,1401374.374062061,1292.549630045891,1976.387329101563,1976.387329101563,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,890572.395368576,888333.8348960876,2238.561203241348,871204.1058673859,869126.1217784882,2077.984527111053,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.80340087,.80343801,.75,.34999999,,.78028661,.75
2009,216,2861.9300388517,1805.749758055434,.63095522,984375.6331992149,982429.5578598976,1946.072841107845,980436.7247052193,978481.995657444,1954.729730784893,1402666.922585011,1401374.374062061,1292.549630045891,1984.352661132813,1984.352661132813,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,823612.6796197891,821666.6042804718,1946.072841107845,819673.7711257935,817719.0420780182,1954.729730784893,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.70659471,.70667571,.59999996,.40000001,,.67042994,.59999996
2010,216,2861.9300388517,1805.749758055434,.63095522,1048702.284007549,1046741.597235203,1960.688366472721,1074709.434223652,1072696.982925892,2012.451234400272,1402666.922585011,1401374.374062061,1292.549630045891,2893.39111328125,2893.39111328125,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,887030.2890462875,885069.602273941,1960.688366472721,913037.4393234253,911024.9880256653,2012.451234400272,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.82015198,.82020628,.75,.5,,.79859608,.75
2011,216,2861.9300388517,1805.749758055434,.63095522,1129982.101152897,1127857.658985615,2124.44299197197,1188257.502494335,1186033.359097004,2224.140312790871,1402666.922585011,1401374.374062061,1292.549630045891,2703.219970703125,2703.219970703125,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,968500.278799057,966375.8366317749,2124.44299197197,1026775.680048943,1024551.536651611,2224.140312790871,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.93461406,.93454683,1,.80000001,,.92676222,1
2012,216,2861.9300388517,1805.749758055434,.63095522,1102577.446176052,1100289.107429981,2288.338840484619,1071808.067780018,1069551.491127491,2256.578484535217,1402666.922585011,1401374.374062061,1292.549630045891,3194.080810546875,3194.080810546875,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,940604.7624940872,938316.4237480164,2288.338840484619,909835.3882484436,907578.8115959167,2256.578484535217,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.80461472,.80465293,.75,.64999998,,.78028661,.75
2013,216,2861.9300388517,1805.749758055434,.63095522,1034728.215498447,1032029.950520039,2698.263687312603,989973.7106366158,987227.9200024605,2745.790198743343,1402666.922585011,1401374.374062061,1292.549630045891,2807.764404296875,2807.764404296875,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,873141.8513355255,870443.5863571167,2698.263687312603,828387.3466567993,825641.556022644,2745.790198743343,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.73877639,.7387948,.69999999,.34999999,,.70704883,.69999999
2014,216,2861.9300388517,1805.749758055434,.63095522,764047.7636885643,762180.4960713387,1867.264123395085,764849.7306542397,763096.7521243095,1752.979258671403,1402666.922585011,1401374.374062061,1292.549630045891,1513.404907226563,1513.404907226563,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,603755.7598772049,601888.4922599792,1867.264123395085,604557.7248897552,602804.7463598251,1752.979258671403,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.47717381,.47713542,.5,.050000001,,.41197714,.5
2015,216,2861.9300388517,1805.749758055434,.63095522,672819.4940128326,671282.2950787544,1537.198322743177,670889.8180370331,669361.415956974,1528.400598973036,1402666.922585011,1401374.374062061,1292.549630045891,1072.327026367188,1072.327026367188,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,512968.5654578209,511431.3665237427,1537.198322743177,511038.8894820213,509510.4874019623,1528.400598973036,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.53343338,.5336861,.25,.2,,.47535828,.25
2016,216,2861.9300388517,1805.749758055434,.63095522,902984.2195487022,901143.3892827034,1840.826890781522,892853.2811398506,891053.4646039009,1799.815669849515,1402666.922585011,1401374.374062061,1292.549630045891,1846.951416015625,1846.951416015625,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,742358.6702051163,740517.8399391174,1840.826890781522,732227.7317962646,730427.9152603149,1799.815669849515,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.69121194,.69132483,.55000001,.60000002,,.65212047,.55000001
2017,216,2861.9300388517,1805.749758055434,.63095522,1067385.022819042,1065284.540827274,2100.482021152973,1120373.461693287,1118204.330219746,2169.135294795036,1402666.922585011,1401374.374062061,1292.549630045891,2880.447509765625,2880.447509765625,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,905725.9723768234,903625.4903850555,2100.482021152973,958714.4155845642,956545.2841110229,2169.135294795036,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.99939311,.99939251,1,.85000002,,1,1
2018,216,2861.9300388517,1805.749758055434,.63095522,1032505.413022518,1030360.735477924,2144.682426154613,992152.9919037819,990055.3308167458,2097.661590635777,1402666.922585011,1401374.374062061,1292.549630045891,2279.068359375,2279.068359375,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,871447.7375497818,869303.060005188,2144.682426154613,831095.3204975128,828997.6594104767,2097.661590635777,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.83568925,.83575964,.75,.34999999,,.8169055,.75
2019,216,2861.9300388517,1805.749758055434,.63095522,1012655.607326031,1010620.582754612,2035.024420201778,1047125.937878132,1045059.907833576,2066.029861569405,1402666.922585011,1401374.374062061,1292.549630045891,2174.52392578125,2174.52392578125,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,851702.4803471565,849667.4557757378,2035.024420201778,886172.8108992577,884106.780854702,2066.029861569405,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.91826761,.91818357,1,.74999994,,.90845275,1
2020,216,2861.9300388517,1805.749758055434,.63095522,987499.9865918159,985313.1754174232,2186.812990427017,957204.1540312767,955052.0902371407,2152.067616701126,1402666.922585011,1401374.374062061,1292.549630045891,2130.71484375,2130.71484375,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,826590.665763855,824403.8545894623,2186.812990427017,796294.8371095657,794142.7733154297,2152.067616701126,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.73816943,.73818731,.69999999,.2,,.70704883,.69999999
2021,216,2861.9300388517,1805.749758055434,.63095522,813396.7336287498,811569.2864079475,1827.448771342635,784438.7336325645,782758.7569298744,1679.976567909122,1402666.922585011,1401374.374062061,1292.549630045891,818.4334106445313,818.4334106445313,0,5675.2685546875,5675.2685546875,0,5675.2685546875,5675.2685546875,0,653799.6965532303,651972.249332428,1827.448771342635,624841.700463295,623161.7237606049,1679.976567909122,1238213.053478241,1236920.504955292,1292.549630045891,0,0,0,0,0,0,158778.6025052071,158778.6025052071,0,.53282642,.53307867,.25,.050000001,,.47535828,.25
1993,217,533.6110558935,.2339511327445507,.00043843008,52.30023831129074,36.47830581665039,15.82193249464035,52.75654095411301,36.47830581665039,16.27823513746262,62.26954384148121,40.13164710998535,22.13789673149586,32.36556309461594,21.07830619812012,11.28725689649582,39.38307897746563,24.73164749145508,14.65143148601055,37.71509189903736,24.73164749145508,12.98344440758228,4.236504554748535,0,4.236504554748535,4.692807674407959,0,4.692807674407959,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,.96515125,1,.89998734,1,1,,.75
1994,217,533.6110558935,.2339511327445507,.00043843008,42.27259913086891,28.72471714019775,13.54788199067116,42.55599966645241,28.72471714019775,13.83128252625465,62.26954384148121,40.13164710998535,22.13789673149586,21.52689304947853,13.32471752166748,8.20217552781105,39.93907499313354,24.73164749145508,15.20742750167847,37.71509189903736,24.73164749145508,12.98344440758228,5.04753589630127,0,5.04753589630127,5.330936908721924,0,5.330936908721924,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,.68172717,.69186854,.60674709,.5,.5,,.75
1995,217,533.6110558935,.2339511327445507,.00043843008,52.58034113049507,37.82769966125488,14.75264146924019,52.57025793194771,37.82769966125488,14.74255827069283,62.26954384148121,40.13164710998535,22.13789673149586,30.70198467373848,22.42770004272461,8.27428463101387,40.3588200211525,24.73164749145508,15.62717252969742,37.71509189903736,24.73164749145508,12.98344440758228,6.18018627166748,0,6.18018627166748,6.170103549957275,0,6.170103549957275,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,1,1,1,1,1,,1
1996,217,533.6110558935,.2339511327445507,.00043843008,52.79953157901764,36.67789459228516,16.12163698673248,52.86172926425934,36.67789459228516,16.18383467197418,62.26954384148121,40.13164710998535,22.13789673149586,31.36616957187653,21.27789497375488,10.08827459812164,40.77856507897377,24.73164749145508,16.04691758751869,37.71509189903736,24.73164749145508,12.98344440758228,5.73519229888916,0,5.73519229888916,5.797390460968018,0,5.797390460968018,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,.9990145,1,1,1,1,,1
1997,217,533.6110558935,.2339511327445507,.00043843008,55.91236780583858,38.12708282470703,17.78528498113155,55.75942705571651,38.12708282470703,17.63234423100948,62.26954384148121,40.13164710998535,22.13789673149586,35.01603744924068,22.72708320617676,12.28895424306393,41.19831010699272,24.73164749145508,16.46666261553764,37.71509189903736,24.73164749145508,12.98344440758228,5.198160648345947,0,5.198160648345947,5.045219421386719,0,5.045219421386719,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,.99303025,1,.97999746,1,1,,.95000005
1998,217,533.6110558935,.2339511327445507,.00043843008,47.35607892274857,34.49543571472168,12.86064320802689,47.54539948701859,34.49543571472168,13.04996377229691,62.26954384148121,40.13164710998535,22.13789673149586,27.1805813908577,19.09543609619141,8.08514529466629,41.19831010699272,24.73164749145508,16.46666261553764,37.71509189903736,24.73164749145508,12.98344440758228,4.477327346801758,0,4.477327346801758,4.666647434234619,0,4.666647434234619,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,1,1,1,1,1,,1
1999,217,533.6110558935,.2339511327445507,.00043843008,59.82234472036362,36.53471183776855,23.28763288259506,59.51550859212875,36.53471183776855,22.9807967543602,62.26954384148121,40.13164710998535,22.13789673149586,37.46997302770615,21.13471221923828,16.33526080846786,41.19831010699272,24.73164749145508,16.46666261553764,37.71509189903736,24.73164749145508,12.98344440758228,6.654201507568359,0,6.654201507568359,6.347365379333496,0,6.347365379333496,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,.98908818,1,.97999746,1,1,,.95000005
2000,217,533.6110558935,.2339511327445507,.00043843008,59.70751509070396,34.95969581604004,24.74781927466393,60.17015299201012,34.95969581604004,25.21045717597008,62.26954384148121,40.13164710998535,22.13789673149586,38.80975326895714,19.55969619750977,19.25005707144737,45.81550648808479,24.73164749145508,21.08385899662971,37.71509189903736,24.73164749145508,12.98344440758228,5.199591159820557,0,5.199591159820557,5.662230014801025,0,5.662230014801025,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,.92701042,.93837368,.90134686,.89999998,.89999998,,.89999998
2001,217,533.6110558935,.2339511327445507,.00043843008,52.37865781784058,30.985276222229,21.39338159561157,52.25242185592651,30.985276222229,21.26714563369751,62.26954384148121,40.13164710998535,22.13789673149586,28.11523675918579,15.58527660369873,12.52996015548706,47.91423168778419,24.73164749145508,23.18258419632912,37.71509189903736,24.73164749145508,12.98344440758228,8.565251350402832,0,8.565251350402832,8.43901538848877,0,8.43901538848877,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,.62478322,.62407959,.55023527,.38999999,.38999999,,.76999998
2002,217,533.6110558935,.2339511327445507,.00043843008,59.95316728949547,36.59545516967773,23.35771211981773,59.26626047492027,36.59545516967773,22.67080530524254,62.26954384148121,40.13164710998535,22.13789673149586,36.60991415381432,21.19545555114746,15.41445860266685,47.91423168778419,24.73164749145508,23.18258419632912,37.71509189903736,24.73164749145508,12.98344440758228,7.645083427429199,0,7.645083427429199,6.958176612854004,0,6.958176612854004,8.856282234191895,0,8.856282234191895,0,0,0,0,0,0,15.69816997647285,15.39999961853027,.2981703579425812,.8208077,.81512111,.80405337,.69999999,.69999999,,.95000005
